axis,interval,lo,hi,mid,width,regime,aoa,h,drift,gamma,method,mean,std,max,ipfp_res,converged
mach,M1.90-2.00,1.9,2.0,1.95,0.1,attached,0.0,0.025,null,0.0001,Linear,0.003976337696807014,0.0012888757035341347,0.0054350762799010525,2.2509367170187033e-07,False
mach,M2.00-2.10,2.0,2.1,2.05,0.1,attached,0.0,0.025,SBsquared_exact+ffd,0.0001,BaryCDI,0.002181691668297118,0.0006076609457594652,0.002845273148151958,1.431065751233973e-06,False
mach,M2.00-2.10,2.0,2.1,2.05,0.1,attached,0.0,0.025,SBsquared_exact+ffd,0.0001,FFD,0.0012146120621287862,0.0002049871547189277,0.0014259847745627253,1.431065751233973e-06,False
mach,M2.00-2.10,2.0,2.1,2.05,0.1,attached,0.0,0.025,SBsquared_exact+ffd,0.0001,Linear,0.003205290944329914,0.0010574542807499719,0.0044303048872302835,1.431065751233973e-06,False
mach,M2.00-2.10,2.0,2.1,2.05,0.1,attached,0.0,0.025,ffd,0.0001,BaryCDI,0.0023280903517099555,0.00066105335520036,0.0030262710047345063,9.311177961990325e-08,True
mach,M2.00-2.10,2.0,2.1,2.05,0.1,attached,0.0,0.025,ffd,0.0001,FFD,0.0012146120621287862,0.0002049871547189277,0.0014259847745627253,9.311177961990325e-08,True
mach,M2.00-2.10,2.0,2.1,2.05,0.1,attached,0.0,0.025,ffd,0.0001,Linear,0.003205290944329914,0.0010574542807499719,0.0044303048872302835,9.311177961990325e-08,True
mach,M2.00-2.10,2.0,2.1,2.05,0.1,attached,0.0,0.025,null,0.0001,BaryCDI,0.0022352403454534,0.0006343044729746969,0.0029298036131041026,4.630571481811785e-07,False
mach,M2.00-2.10,2.0,2.1,2.05,0.1,attached,0.0,0.025,null,0.0001,FFD,0.0012146120621287862,0.0002049871547189277,0.0014259847745627253,4.630571481811785e-07,False
mach,M2.00-2.10,2.0,2.1,2.05,0.1,attached,0.0,0.025,null,0.0001,Linear,0.003205290944329914,0.0010574542807499719,0.0044303048872302835,4.630571481811785e-07,False
mach,M2.10-2.20,2.1,2.2,2.1500000000000004,0.1,attached,0.0,0.025,SBsquared_exact+ffd,0.0001,BaryCDI,0.0017884684934677691,0.0005184070304949476,0.002343286238016476,1.3141546162387385e-07,False
mach,M2.10-2.20,2.1,2.2,2.1500000000000004,0.1,attached,0.0,0.025,SBsquared_exact+ffd,0.0001,FFD,0.0010249286214736586,0.00022248518841710453,0.0012654966660848221,1.3141546162387385e-07,False
mach,M2.10-2.20,2.1,2.2,2.1500000000000004,0.1,attached,0.0,0.025,SBsquared_exact+ffd,0.0001,Linear,0.0024130463078781395,0.0007912008554668432,0.0033084567120719205,1.3141546162387385e-07,False
mach,M2.10-2.20,2.1,2.2,2.1500000000000004,0.1,attached,0.0,0.025,ffd,0.0001,BaryCDI,0.001810879076456826,0.000535043520586493,0.0023861293406174026,1.9774753141632573e-06,False
mach,M2.10-2.20,2.1,2.2,2.1500000000000004,0.1,attached,0.0,0.025,ffd,0.0001,FFD,0.0010249286214736586,0.00022248518841710453,0.0012654966660848221,1.9774753141632573e-06,False
mach,M2.10-2.20,2.1,2.2,2.1500000000000004,0.1,attached,0.0,0.025,ffd,0.0001,Linear,0.0024130463078781395,0.0007912008554668432,0.0033084567120719205,1.9774753141632573e-06,False
mach,M2.10-2.20,2.1,2.2,2.1500000000000004,0.1,attached,0.0,0.025,null,0.0001,BaryCDI,0.001717768082917433,0.00050252000866372,0.002258741344966366,1.4203196343487434e-06,False
mach,M2.10-2.20,2.1,2.2,2.1500000000000004,0.1,attached,0.0,0.025,null,0.0001,FFD,0.0010249286214736586,0.00022248518841710453,0.0012654966660848221,1.4203196343487434e-06,False
mach,M2.10-2.20,2.1,2.2,2.1500000000000004,0.1,attached,0.0,0.025,null,0.0001,Linear,0.0024130463078781395,0.0007912008554668432,0.0033084567120719205,1.4203196343487434e-06,False
