tol,t,variant,steps_to_tol,baseline_steps,speedup,steps_saved,per_step_ms
1.6183917663341224e-05,0.8,cold,3850,3850,1.0,0,1.118582566592514
1.6183917663341224e-05,0.9,BaryCDI,125,3725,29.8,3600,0.8824415284238389
1.6183917663341224e-05,0.9,FFD,125,3725,29.8,3600,0.8856123416565437
1.6183917663341224e-05,0.9,Linear,50,3725,74.5,3675,0.8844619710260366
1.6183917663341224e-05,0.9,cold,3725,3725,1.0,0,1.115713907791332
1.5809481039338954e-05,0.1,BaryCDI,175,4525,25.857142857142858,4350,0.8894742209622555
1.5809481039338954e-05,0.1,FFD,125,4525,36.2,4400,0.8897029984264908
1.5809481039338954e-05,0.1,Linear,225,4525,20.11111111111111,4300,0.889752309633261
1.5809481039338954e-05,0.1,cold,4525,4525,1.0,0,1.1462991698910234
1.5809481039338954e-05,0.2,BaryCDI,275,4575,16.636363636363637,4300,0.8901369304839962
1.5809481039338954e-05,0.2,FFD,200,4575,22.875,4375,0.8890807438027428
1.5809481039338954e-05,0.2,Linear,625,4575,7.32,3950,0.8885934506447253
1.5809481039338954e-05,0.2,cold,4575,4575,1.0,0,1.140096755047376
1.5809481039338954e-05,0.3,BaryCDI,375,4350,11.6,3975,0.8863925204072705
1.5809481039338954e-05,0.3,FFD,200,4350,21.75,4150,0.888023760235477
1.5809481039338954e-05,0.3,Linear,975,4350,4.461538461538462,3375,0.888768142189188
1.5809481039338954e-05,0.3,cold,4350,4350,1.0,0,1.1361538612632216
1.5809481039338954e-05,0.4,BaryCDI,425,4175,9.823529411764707,3750,0.8876178376941818
1.5809481039338954e-05,0.4,FFD,225,4175,18.555555555555557,3950,0.8865364187411688
1.5809481039338954e-05,0.4,Linear,1000,4175,4.175,3175,0.8870332245923603
1.5809481039338954e-05,0.4,cold,4175,4175,1.0,0,1.1336746533965592
1.5809481039338954e-05,0.5,BaryCDI,375,4000,10.666666666666666,3625,0.8856468065564441
1.5809481039338954e-05,0.5,FFD,250,4000,16.0,3750,0.8862714198621103
1.5809481039338954e-05,0.5,Linear,1000,4000,4.0,3000,0.8856319809827392
1.5809481039338954e-05,0.5,cold,4000,4000,1.0,0,1.1289352217149293
1.5809481039338954e-05,0.6,BaryCDI,375,3900,10.4,3525,0.8842028594586503
1.5809481039338954e-05,0.6,FFD,250,3900,15.6,3650,0.886777171577124
1.5809481039338954e-05,0.6,Linear,950,3900,4.105263157894737,2950,0.8869842382261462
1.5809481039338954e-05,0.6,cold,3900,3900,1.0,0,1.1248504271576751
1.5809481039338954e-05,0.7,BaryCDI,325,3875,11.923076923076923,3550,0.8843524318163086
1.5809481039338954e-05,0.7,FFD,225,3875,17.22222222222222,3650,0.8864962122067302
1.5809481039338954e-05,0.7,Linear,825,3875,4.696969696969697,3050,0.8862126238492071
1.5809481039338954e-05,0.7,cold,3875,3875,1.0,0,1.1208863688164017
1.5809481039338954e-05,0.8,BaryCDI,250,3900,15.6,3650,0.8840693290087838
1.5809481039338954e-05,0.8,FFD,225,3900,17.333333333333332,3675,0.8860442658993638
1.5809481039338954e-05,0.8,Linear,500,3900,7.8,3400,0.8842466781975828
1.5809481039338954e-05,0.8,cold,3900,3900,1.0,0,1.118582566592514
1.5809481039338954e-05,0.9,BaryCDI,125,3750,30.0,3625,0.8824415284238389
1.5809481039338954e-05,0.9,FFD,125,3750,30.0,3625,0.8856123416565437
1.5809481039338954e-05,0.9,Linear,75,3750,50.0,3675,0.8844619710260366
1.5809481039338954e-05,0.9,cold,3750,3750,1.0,0,1.115713907791332
