axis,interval,lo,hi,mid,width,regime,aoa,h,drift,gamma,method,mean,std,max,ipfp_res,converged
mach,M1.80-1.90,1.8,1.9,1.85,0.1,attached,0.0,0.025,ffd,0.0001,Linear,0.006111940380036422,0.0019097062294789178,0.008311480738139499,9.94717979097004e-08,True
mach,M1.80-1.90,1.8,1.9,1.85,0.1,attached,0.0,0.025,null,0.0001,BaryCDI,0.006242943918231929,0.0013579451714291922,0.007666165134889645,2.09416238732274e-05,False
mach,M1.80-1.90,1.8,1.9,1.85,0.1,attached,0.0,0.025,null,0.0001,FFD,0.0034085003268596965,0.0007351852515713243,0.0042088128613380835,2.09416238732274e-05,False
mach,M1.80-1.90,1.8,1.9,1.85,0.1,attached,0.0,0.025,null,0.0001,Linear,0.006111940380036422,0.0019097062294789178,0.008311480738139499,2.09416238732274e-05,False
mach,M1.90-2.00,1.9,2.0,1.95,0.1,attached,0.0,0.025,SBsquared_exact+ffd,0.0001,BaryCDI,0.004018840815222387,0.0011117448360756595,0.005352720973479968,2.0311291031305245e-06,False
mach,M1.90-2.00,1.9,2.0,1.95,0.1,attached,0.0,0.025,SBsquared_exact+ffd,0.0001,FFD,0.0029552558560744517,0.0006988749009243226,0.003652983921780775,2.0311291031305245e-06,False
mach,M1.90-2.00,1.9,2.0,1.95,0.1,attached,0.0,0.025,SBsquared_exact+ffd,0.0001,Linear,0.004777764488118775,0.0015109189810649623,0.0064386313978400285,2.0311291031305245e-06,False
mach,M1.90-2.00,1.9,2.0,1.95,0.1,attached,0.0,0.025,ffd,0.0001,BaryCDI,0.004926116188586208,0.0014384571207430887,0.006558914554594128,6.837733151243697e-06,False
mach,M1.90-2.00,1.9,2.0,1.95,0.1,attached,0.0,0.025,ffd,0.0001,FFD,0.0029552558560744517,0.0006988749009243226,0.003652983921780775,6.837733151243697e-06,False
mach,M1.90-2.00,1.9,2.0,1.95,0.1,attached,0.0,0.025,ffd,0.0001,Linear,0.004777764488118775,0.0015109189810649623,0.0064386313978400285,6.837733151243697e-06,False
mach,M1.90-2.00,1.9,2.0,1.95,0.1,attached,0.0,0.025,null,0.0001,BaryCDI,0.004595410896893703,0.0013042272531946161,0.006071596937963979,3.591823792703508e-05,False
mach,M1.90-2.00,1.9,2.0,1.95,0.1,attached,0.0,0.025,null,0.0001,FFD,0.002955255856074452,0.0006988749009243226,0.0036529839217807744,3.591823792703508e-05,False
mach,M1.90-2.00,1.9,2.0,1.95,0.1,attached,0.0,0.025,null,0.0001,Linear,0.004777764488118775,0.0015109189810649623,0.0064386313978400285,3.591823792703508e-05,False
mach,M2.00-2.10,2.0,2.1,2.05,0.1,attached,0.0,0.025,SBsquared_exact+ffd,0.0001,BaryCDI,0.0063981706434017155,0.001989613195741362,0.00919234551944768,1.322250398061442e-07,False
mach,M2.00-2.10,2.0,2.1,2.05,0.1,attached,0.0,0.025,SBsquared_exact+ffd,0.0001,FFD,0.00648855649736984,0.002742321282774327,0.011101436202925597,1.322250398061442e-07,False
mach,M2.00-2.10,2.0,2.1,2.05,0.1,attached,0.0,0.025,SBsquared_exact+ffd,0.0001,Linear,0.0054225308689139625,0.002685532551010983,0.01009742589812757,1.322250398061442e-07,False
mach,M2.00-2.10,2.0,2.1,2.05,0.1,attached,0.0,0.025,ffd,0.0001,BaryCDI,0.006482974869443416,0.002014795156362534,0.0091988139741484,9.92967557067459e-08,True
mach,M2.00-2.10,2.0,2.1,2.05,0.1,attached,0.0,0.025,ffd,0.0001,FFD,0.00648855649736984,0.002742321282774327,0.011101436202925597,9.92967557067459e-08,True
mach,M2.00-2.10,2.0,2.1,2.05,0.1,attached,0.0,0.025,ffd,0.0001,Linear,0.0054225308689139625,0.002685532551010983,0.01009742589812757,9.92967557067459e-08,True
mach,M2.00-2.10,2.0,2.1,2.05,0.1,attached,0.0,0.025,null,0.0001,BaryCDI,0.00589201776406833,0.002244527448667657,0.009584452407172223,6.294210344037765e-05,False
mach,M2.00-2.10,2.0,2.1,2.05,0.1,attached,0.0,0.025,null,0.0001,FFD,0.00648855649736984,0.002742321282774327,0.011101436202925597,6.294210344037765e-05,False
mach,M2.00-2.10,2.0,2.1,2.05,0.1,attached,0.0,0.025,null,0.0001,Linear,0.0054225308689139625,0.002685532551010983,0.01009742589812757,6.294210344037765e-05,False
mach,M2.10-2.20,2.1,2.2,2.1500000000000004,0.1,attached,0.0,0.025,SBsquared_exact+ffd,0.0001,BaryCDI,0.0040579123078591205,0.0008647383736623371,0.004833175625150259,5.382807975351511e-06,False
mach,M2.10-2.20,2.1,2.2,2.1500000000000004,0.1,attached,0.0,0.025,SBsquared_exact+ffd,0.0001,FFD,0.0029594571066217145,0.0008724512372580895,0.004116498793083678,5.382807975351511e-06,False
mach,M2.10-2.20,2.1,2.2,2.1500000000000004,0.1,attached,0.0,0.025,SBsquared_exact+ffd,0.0001,Linear,0.0037368970013583764,0.0011632516136735904,0.00502233215776249,5.382807975351511e-06,False
mach,M2.10-2.20,2.1,2.2,2.1500000000000004,0.1,attached,0.0,0.025,ffd,0.0001,BaryCDI,0.004388705352535178,0.001121649910390852,0.005478198847255404,9.952753021735816e-08,True
mach,M2.10-2.20,2.1,2.2,2.1500000000000004,0.1,attached,0.0,0.025,ffd,0.0001,FFD,0.0029594571066217145,0.0008724512372580895,0.004116498793083678,9.952753021735816e-08,True
mach,M2.10-2.20,2.1,2.2,2.1500000000000004,0.1,attached,0.0,0.025,ffd,0.0001,Linear,0.0037368970013583764,0.0011632516136735904,0.00502233215776249,9.952753021735816e-08,True
mach,M2.10-2.20,2.1,2.2,2.1500000000000004,0.1,attached,0.0,0.025,null,0.0001,BaryCDI,0.004288357204889629,0.0010647540840652233,0.0052975781451387914,6.379140216949963e-06,False
mach,M2.10-2.20,2.1,2.2,2.1500000000000004,0.1,attached,0.0,0.025,null,0.0001,FFD,0.0029594571066217145,0.0008724512372580895,0.004116498793083678,6.379140216949963e-06,False
mach,M2.10-2.20,2.1,2.2,2.1500000000000004,0.1,attached,0.0,0.025,null,0.0001,Linear,0.0037368970013583764,0.0011632516136735904,0.00502233215776249,6.379140216949963e-06,False
mach,M2.20-2.30,2.2,2.3,2.25,0.1,attached,0.0,0.025,SBsquared_exact+ffd,0.0001,BaryCDI,0.004846001266993944,0.0011760982685530363,0.006094635272699819,9.728933036967646e-08,True
mach,M2.20-2.30,2.2,2.3,2.25,0.1,attached,0.0,0.025,SBsquared_exact+ffd,0.0001,FFD,0.0028319564118908878,0.0006284783925829266,0.003448425893802413,9.728933036967646e-08,True
mach,M2.20-2.30,2.2,2.3,2.25,0.1,attached,0.0,0.025,SBsquared_exact+ffd,0.0001,Linear,0.002605523954210225,0.0007659706524501505,0.0034516821215284555,9.728933036967646e-08,True
mach,M2.20-2.30,2.2,2.3,2.25,0.1,attached,0.0,0.025,ffd,0.0001,BaryCDI,0.004845067051375302,0.0012806489072880733,0.006217370473399858,2.193029445152206e-06,False
mach,M2.20-2.30,2.2,2.3,2.25,0.1,attached,0.0,0.025,ffd,0.0001,FFD,0.0028319564118908878,0.0006284783925829266,0.003448425893802413,2.193029445152206e-06,False
mach,M2.20-2.30,2.2,2.3,2.25,0.1,attached,0.0,0.025,ffd,0.0001,Linear,0.002605523954210225,0.0007659706524501505,0.0034516821215284555,2.193029445152206e-06,False
mach,M2.20-2.30,2.2,2.3,2.25,0.1,attached,0.0,0.025,null,0.0001,BaryCDI,0.003959999121337573,0.0010680793395234584,0.005085924260806859,4.184232281545519e-06,False
mach,M2.20-2.30,2.2,2.3,2.25,0.1,attached,0.0,0.025,null,0.0001,FFD,0.0028319564118908878,0.0006284783925829266,0.003448425893802413,4.184232281545519e-06,False
mach,M2.20-2.30,2.2,2.3,2.25,0.1,attached,0.0,0.025,null,0.0001,Linear,0.002605523954210225,0.0007659706524501505,0.0034516821215284555,4.184232281545519e-06,False
mach,M2.30-2.40,2.3,2.4,2.3499999999999996,0.1,attached,0.0,0.025,SBsquared_exact+ffd,0.0001,BaryCDI,0.0026662232131149013,0.0007535425355899779,0.003469475653481458,2.5748364617328434e-05,False
mach,M2.30-2.40,2.3,2.4,2.3499999999999996,0.1,attached,0.0,0.025,SBsquared_exact+ffd,0.0001,FFD,0.0018111706042854446,0.00046267304480997635,0.0022589858917333775,2.5748364617328434e-05,False
mach,M2.30-2.40,2.3,2.4,2.3499999999999996,0.1,attached,0.0,0.025,SBsquared_exact+ffd,0.0001,Linear,0.0018929661707917439,0.000605900451062459,0.0025977079386400393,2.5748364617328434e-05,False
mach,M2.30-2.40,2.3,2.4,2.3499999999999996,0.1,attached,0.0,0.025,ffd,0.0001,BaryCDI,0.002961962540413798,0.0008738657858383298,0.003931185724998443,9.83629888651194e-08,True
mach,M2.30-2.40,2.3,2.4,2.3499999999999996,0.1,attached,0.0,0.025,ffd,0.0001,FFD,0.0018111706042854446,0.00046267304480997635,0.0022589858917333775,9.83629888651194e-08,True
